Place,Category,SubCategory,Year,Amount
Girona,SEXUAL,Child Pornography,2015,20
Girona,SEXUAL,Child Pornography,2014,18
Girona,SEXUAL,Child Pornography,2013,16
Girona,SEXUAL,Child Pornography,2012,9
Girona,SEXUAL,Child Pornography,2011,19
Girona,SEXUAL,Child Pornography,2010,11
Granada,SEXUAL,Child Pornography,2021,10
Granada,SEXUAL,Child Pornography,2022,7
Granada,SEXUAL,Child Pornography,2020,21
Granada,SEXUAL,Child Pornography,2019,5
Granada,SEXUAL,Child Pornography,2018,20
Granada,SEXUAL,Child Pornography,2017,23
Granada,SEXUAL,Child Pornography,2016,11
Granada,SEXUAL,Child Pornography,2015,5
Granada,SEXUAL,Child Pornography,2014,4
Granada,SEXUAL,Child Pornography,2013,5
Granada,SEXUAL,Child Pornography,2012,12
Granada,SEXUAL,Child Pornography,2011,8
Granada,SEXUAL,Child Pornography,2010,19
Guadalajara,SEXUAL,Child Pornography,2021,4
Guadalajara,SEXUAL,Child Pornography,2022,3
Guadalajara,SEXUAL,Child Pornography,2020,1
Guadalajara,SEXUAL,Child Pornography,2019,5
Guadalajara,SEXUAL,Child Pornography,2018,4
Guadalajara,SEXUAL,Child Pornography,2017,1
Guadalajara,SEXUAL,Child Pornography,2016,3
Guadalajara,SEXUAL,Child Pornography,2015,4
Guadalajara,SEXUAL,Child Pornography,2014,5
Guadalajara,SEXUAL,Child Pornography,2013,2
Guadalajara,SEXUAL,Child Pornography,2012,5
Guadalajara,SEXUAL,Child Pornography,2011,3
Guadalajara,SEXUAL,Child Pornography,2010,4
Huelva,SEXUAL,Child Pornography,2021,10
Huelva,SEXUAL,Child Pornography,2022,16
Huelva,SEXUAL,Child Pornography,2020,3
Huelva,SEXUAL,Child Pornography,2019,8
Huelva,SEXUAL,Child Pornography,2018,10
Huelva,SEXUAL,Child Pornography,2017,2
Huelva,SEXUAL,Child Pornography,2016,9
Huelva,SEXUAL,Child Pornography,2015,6
Huelva,SEXUAL,Child Pornography,2014,5
Huelva,SEXUAL,Child Pornography,2013,4
Huelva,SEXUAL,Child Pornography,2012,1
Huelva,SEXUAL,Child Pornography,2011,3
Huelva,SEXUAL,Child Pornography,2010,10
Huesca,SEXUAL,Child Pornography,2021,5
Huesca,SEXUAL,Child Pornography,2022,1
Huesca,SEXUAL,Child Pornography,2020,3
Huesca,SEXUAL,Child Pornography,2019,4
Huesca,SEXUAL,Child Pornography,2018,4
Huesca,SEXUAL,Child Pornography,2017,5
Huesca,SEXUAL,Child Pornography,2016,1
Huesca,SEXUAL,Child Pornography,2015,2
Huesca,SEXUAL,Child Pornography,2014,0
Huesca,SEXUAL,Child Pornography,2013,4
Huesca,SEXUAL,Child Pornography,2012,1
Huesca,SEXUAL,Child Pornography,2011,1
Huesca,SEXUAL,Child Pornography,2010,4
Jaén,SEXUAL,Child Pornography,2021,6
Jaén,SEXUAL,Child Pornography,2022,3
Jaén,SEXUAL,Child Pornography,2020,0
Jaén,SEXUAL,Child Pornography,2019,5
Jaén,SEXUAL,Child Pornography,2018,6
Jaén,SEXUAL,Child Pornography,2017,5
Jaén,SEXUAL,Child Pornography,2016,3
Jaén,SEXUAL,Child Pornography,2015,5
Jaén,SEXUAL,Child Pornography,2014,4
Jaén,SEXUAL,Child Pornography,2013,3
Jaén,SEXUAL,Child Pornography,2012,4
Jaén,SEXUAL,Child Pornography,2011,4
Jaén,SEXUAL,Child Pornography,2010,13
León,SEXUAL,Child Pornography,2021,2
León,SEXUAL,Child Pornography,2022,15
León,SEXUAL,Child Pornography,2020,5
León,SEXUAL,Child Pornography,2019,7
León,SEXUAL,Child Pornography,2018,6
León,SEXUAL,Child Pornography,2017,1
León,SEXUAL,Child Pornography,2016,4
León,SEXUAL,Child Pornography,2015,0
León,SEXUAL,Child Pornography,2014,5
León,SEXUAL,Child Pornography,2013,1
León,SEXUAL,Child Pornography,2012,3
León,SEXUAL,Child Pornography,2011,1
León,SEXUAL,Child Pornography,2010,8
Lleida,SEXUAL,Child Pornography,2021,8
Lleida,SEXUAL,Child Pornography,2022,5
Lleida,SEXUAL,Child Pornography,2020,3
Lleida,SEXUAL,Child Pornography,2019,9
Lleida,SEXUAL,Child Pornography,2018,7
Lleida,SEXUAL,Child Pornography,2017,10
Lleida,SEXUAL,Child Pornography,2016,3
Lleida,SEXUAL,Child Pornography,2015,7
Lleida,SEXUAL,Child Pornography,2014,9
Lleida,SEXUAL,Child Pornography,2013,5
Lleida,SEXUAL,Child Pornography,2012,6
Lleida,SEXUAL,Child Pornography,2011,7
Lleida,SEXUAL,Child Pornography,2010,3
Lugo,SEXUAL,Child Pornography,2021,5
Lugo,SEXUAL,Child Pornography,2022,3
Lugo,SEXUAL,Child Pornography,2020,2
Lugo,SEXUAL,Child Pornography,2019,4
Lugo,SEXUAL,Child Pornography,2018,3
Lugo,SEXUAL,Child Pornography,2017,4
Lugo,SEXUAL,Child Pornography,2016,3
Lugo,SEXUAL,Child Pornography,2015,4
Lugo,SEXUAL,Child Pornography,2014,3
Lugo,SEXUAL,Child Pornography,2013,0
Lugo,SEXUAL,Child Pornography,2012,1
Lugo,SEXUAL,Child Pornography,2011,3
Lugo,SEXUAL,Child Pornography,2010,3
Madrid,SEXUAL,Child Pornography,2021,104
Madrid,SEXUAL,Child Pornography,2022,88
Madrid,SEXUAL,Child Pornography,2020,95
Madrid,SEXUAL,Child Pornography,2019,108
Madrid,SEXUAL,Child Pornography,2018,99
Madrid,SEXUAL,Child Pornography,2017,94
Madrid,SEXUAL,Child Pornography,2016,55
Madrid,SEXUAL,Child Pornography,2015,87
Madrid,SEXUAL,Child Pornography,2014,73
Madrid,SEXUAL,Child Pornography,2013,67
Madrid,SEXUAL,Child Pornography,2012,67
Madrid,SEXUAL,Child Pornography,2011,91
Madrid,SEXUAL,Child Pornography,2010,90
Málaga,SEXUAL,Child Pornography,2022,22
Málaga,SEXUAL,Child Pornography,2020,28
Málaga,SEXUAL,Child Pornography,2019,36
Málaga,SEXUAL,Child Pornography,2018,37
Málaga,SEXUAL,Child Pornography,2017,34
Málaga,SEXUAL,Child Pornography,2016,13
Málaga,SEXUAL,Child Pornography,2015,37
Málaga,SEXUAL,Child Pornography,2014,24
Málaga,SEXUAL,Child Pornography,2013,21
Málaga,SEXUAL,Child Pornography,2012,18
Málaga,SEXUAL,Child Pornography,2011,25
Málaga,SEXUAL,Child Pornography,2010,20
Málaga,SEXUAL,Child Pornography,2021,28
Melilla,SEXUAL,Child Pornography,2022,0
Melilla,SEXUAL,Child Pornography,2020,0
Melilla,SEXUAL,Child Pornography,2019,0
Melilla,SEXUAL,Child Pornography,2018,2
Melilla,SEXUAL,Child Pornography,2017,3
Melilla,SEXUAL,Child Pornography,2016,0
Melilla,SEXUAL,Child Pornography,2015,1
Melilla,SEXUAL,Child Pornography,2014,0
Melilla,SEXUAL,Child Pornography,2013,0
Melilla,SEXUAL,Child Pornography,2012,0
Melilla,SEXUAL,Child Pornography,2011,0
Melilla,SEXUAL,Child Pornography,2010,3
Melilla,SEXUAL,Child Pornography,2021,2
Murcia,SEXUAL,Child Pornography,2022,20
Murcia,SEXUAL,Child Pornography,2020,32
Murcia,SEXUAL,Child Pornography,2019,27
Murcia,SEXUAL,Child Pornography,2018,14
Murcia,SEXUAL,Child Pornography,2017,18
Murcia,SEXUAL,Child Pornography,2016,16
Murcia,SEXUAL,Child Pornography,2015,22
Murcia,SEXUAL,Child Pornography,2014,14
Murcia,SEXUAL,Child Pornography,2013,10
Murcia,SEXUAL,Child Pornography,2012,10
Murcia,SEXUAL,Child Pornography,2011,14
Murcia,SEXUAL,Child Pornography,2010,9
Murcia,SEXUAL,Child Pornography,2021,27
Navarra,SEXUAL,Child Pornography,2022,6
Navarra,SEXUAL,Child Pornography,2020,13
Navarra,SEXUAL,Child Pornography,2019,7
Navarra,SEXUAL,Child Pornography,2018,12
Navarra,SEXUAL,Child Pornography,2017,10
Navarra,SEXUAL,Child Pornography,2016,6
Navarra,SEXUAL,Child Pornography,2015,8
Navarra,SEXUAL,Child Pornography,2014,5
Navarra,SEXUAL,Child Pornography,2013,1
Navarra,SEXUAL,Child Pornography,2012,3
Navarra,SEXUAL,Child Pornography,2011,7
Navarra,SEXUAL,Child Pornography,2010,8
Navarra,SEXUAL,Child Pornography,2021,8
Ourense,SEXUAL,Child Pornography,2022,5
Ourense,SEXUAL,Child Pornography,2020,4
Ourense,SEXUAL,Child Pornography,2019,1
Ourense,SEXUAL,Child Pornography,2018,2
Ourense,SEXUAL,Child Pornography,2017,1
Ourense,SEXUAL,Child Pornography,2016,1
Ourense,SEXUAL,Child Pornography,2015,1
Ourense,SEXUAL,Child Pornography,2014,2
Ourense,SEXUAL,Child Pornography,2013,2
Ourense,SEXUAL,Child Pornography,2012,1
Ourense,SEXUAL,Child Pornography,2011,2
Ourense,SEXUAL,Child Pornography,2010,4
Ourense,SEXUAL,Child Pornography,2021,7
Palencia,SEXUAL,Child Pornography,2022,3
Palencia,SEXUAL,Child Pornography,2020,5
Palencia,SEXUAL,Child Pornography,2019,4
Palencia,SEXUAL,Child Pornography,2018,2
Palencia,SEXUAL,Child Pornography,2017,4
Palencia,SEXUAL,Child Pornography,2016,0
Palencia,SEXUAL,Child Pornography,2015,3
Palencia,SEXUAL,Child Pornography,2014,3
Palencia,SEXUAL,Child Pornography,2013,1
Palencia,SEXUAL,Child Pornography,2012,1
Palencia,SEXUAL,Child Pornography,2011,1
Palencia,SEXUAL,Child Pornography,2010,2
Palencia,SEXUAL,Child Pornography,2021,1
Palmas (Las),SEXUAL,Child Pornography,2022,22
Palmas (Las),SEXUAL,Child Pornography,2020,41
Palmas (Las),SEXUAL,Child Pornography,2019,45
Palmas (Las),SEXUAL,Child Pornography,2018,26
Palmas (Las),SEXUAL,Child Pornography,2017,32
Palmas (Las),SEXUAL,Child Pornography,2016,18
Palmas (Las),SEXUAL,Child Pornography,2015,17
Palmas (Las),SEXUAL,Child Pornography,2014,16
Palmas (Las),SEXUAL,Child Pornography,2013,23
Palmas (Las),SEXUAL,Child Pornography,2012,17
Palmas (Las),SEXUAL,Child Pornography,2011,17
Palmas (Las),SEXUAL,Child Pornography,2010,34
Palmas (Las),SEXUAL,Child Pornography,2021,45
Pontevedra,SEXUAL,Child Pornography,2022,7
Pontevedra,SEXUAL,Child Pornography,2020,13
Pontevedra,SEXUAL,Child Pornography,2019,15
Pontevedra,SEXUAL,Child Pornography,2018,8
Pontevedra,SEXUAL,Child Pornography,2017,14
Pontevedra,SEXUAL,Child Pornography,2016,8
Pontevedra,SEXUAL,Child Pornography,2015,11
Pontevedra,SEXUAL,Child Pornography,2014,4
Pontevedra,SEXUAL,Child Pornography,2013,5
Pontevedra,SEXUAL,Child Pornography,2012,7
Pontevedra,SEXUAL,Child Pornography,2011,10
Pontevedra,SEXUAL,Child Pornography,2010,16
Pontevedra,SEXUAL,Child Pornography,2021,11
Rioja (La),SEXUAL,Child Pornography,2022,2
Rioja (La),SEXUAL,Child Pornography,2020,4
Rioja (La),SEXUAL,Child Pornography,2019,2
Rioja (La),SEXUAL,Child Pornography,2018,7
Rioja (La),SEXUAL,Child Pornography,2017,1
Rioja (La),SEXUAL,Child Pornography,2016,1
Rioja (La),SEXUAL,Child Pornography,2015,1
Rioja (La),SEXUAL,Child Pornography,2014,3
Rioja (La),SEXUAL,Child Pornography,2013,3
Rioja (La),SEXUAL,Child Pornography,2012,2
Rioja (La),SEXUAL,Child Pornography,2011,5
Rioja (La),SEXUAL,Child Pornography,2010,7
Rioja (La),SEXUAL,Child Pornography,2021,3
Salamanca,SEXUAL,Child Pornography,2022,3
Salamanca,SEXUAL,Child Pornography,2020,2
Salamanca,SEXUAL,Child Pornography,2019,5
Salamanca,SEXUAL,Child Pornography,2018,6
Salamanca,SEXUAL,Child Pornography,2017,7
Salamanca,SEXUAL,Child Pornography,2016,3
Salamanca,SEXUAL,Child Pornography,2015,3
Salamanca,SEXUAL,Child Pornography,2014,5
Salamanca,SEXUAL,Child Pornography,2013,0
Salamanca,SEXUAL,Child Pornography,2012,3
Salamanca,SEXUAL,Child Pornography,2011,0
Salamanca,SEXUAL,Child Pornography,2010,6
Salamanca,SEXUAL,Child Pornography,2021,1
Tenerife,SEXUAL,Child Pornography,2022,11
Tenerife,SEXUAL,Child Pornography,2020,13
Tenerife,SEXUAL,Child Pornography,2019,23
Tenerife,SEXUAL,Child Pornography,2018,26
Tenerife,SEXUAL,Child Pornography,2017,13
Tenerife,SEXUAL,Child Pornography,2016,8
Tenerife,SEXUAL,Child Pornography,2015,10
Tenerife,SEXUAL,Child Pornography,2014,18
Tenerife,SEXUAL,Child Pornography,2013,9
Tenerife,SEXUAL,Child Pornography,2012,21
Tenerife,SEXUAL,Child Pornography,2011,10
Tenerife,SEXUAL,Child Pornography,2010,17
Tenerife,SEXUAL,Child Pornography,2021,9
Segovia,SEXUAL,Child Pornography,2022,0
Segovia,SEXUAL,Child Pornography,2020,1
Segovia,SEXUAL,Child Pornography,2019,1
Segovia,SEXUAL,Child Pornography,2018,3
Segovia,SEXUAL,Child Pornography,2017,2
Segovia,SEXUAL,Child Pornography,2016,0
Segovia,SEXUAL,Child Pornography,2015,1
Segovia,SEXUAL,Child Pornography,2014,0
Segovia,SEXUAL,Child Pornography,2013,0
Segovia,SEXUAL,Child Pornography,2012,4
Segovia,SEXUAL,Child Pornography,2011,1
Segovia,SEXUAL,Child Pornography,2010,1
Segovia,SEXUAL,Child Pornography,2021,1
Sevilla,SEXUAL,Child Pornography,2022,27
Sevilla,SEXUAL,Child Pornography,2020,55
Sevilla,SEXUAL,Child Pornography,2019,36
Sevilla,SEXUAL,Child Pornography,2018,43
Sevilla,SEXUAL,Child Pornography,2017,35
Sevilla,SEXUAL,Child Pornography,2016,36
Sevilla,SEXUAL,Child Pornography,2015,42
Sevilla,SEXUAL,Child Pornography,2014,16
Sevilla,SEXUAL,Child Pornography,2013,30
Sevilla,SEXUAL,Child Pornography,2012,26
Sevilla,SEXUAL,Child Pornography,2011,20
Sevilla,SEXUAL,Child Pornography,2010,36
Sevilla,SEXUAL,Child Pornography,2021,31
Soria,SEXUAL,Child Pornography,2022,1
Soria,SEXUAL,Child Pornography,2020,2
Soria,SEXUAL,Child Pornography,2019,1
Soria,SEXUAL,Child Pornography,2018,3
Soria,SEXUAL,Child Pornography,2017,0
Soria,SEXUAL,Child Pornography,2016,1
Soria,SEXUAL,Child Pornography,2015,0
Soria,SEXUAL,Child Pornography,2014,1
Soria,SEXUAL,Child Pornography,2013,0
Soria,SEXUAL,Child Pornography,2012,0
Soria,SEXUAL,Child Pornography,2011,0
Soria,SEXUAL,Child Pornography,2010,2
Soria,SEXUAL,Child Pornography,2021,1
Tarragona,SEXUAL,Child Pornography,2022,14
Tarragona,SEXUAL,Child Pornography,2020,16
Tarragona,SEXUAL,Child Pornography,2019,20
Tarragona,SEXUAL,Child Pornography,2018,19
Tarragona,SEXUAL,Child Pornography,2017,17
Tarragona,SEXUAL,Child Pornography,2016,12
Tarragona,SEXUAL,Child Pornography,2015,17
Tarragona,SEXUAL,Child Pornography,2014,20
Tarragona,SEXUAL,Child Pornography,2013,7
Tarragona,SEXUAL,Child Pornography,2012,13
Tarragona,SEXUAL,Child Pornography,2011,17
Tarragona,SEXUAL,Child Pornography,2010,15
Tarragona,SEXUAL,Child Pornography,2021,6
Teruel,SEXUAL,Child Pornography,2022,2
Teruel,SEXUAL,Child Pornography,2020,2
Teruel,SEXUAL,Child Pornography,2019,4
Teruel,SEXUAL,Child Pornography,2018,2
Teruel,SEXUAL,Child Pornography,2017,1
Teruel,SEXUAL,Child Pornography,2016,1
Teruel,SEXUAL,Child Pornography,2015,4
Teruel,SEXUAL,Child Pornography,2014,3
Teruel,SEXUAL,Child Pornography,2013,3
Teruel,SEXUAL,Child Pornography,2012,0
Teruel,SEXUAL,Child Pornography,2011,0
Teruel,SEXUAL,Child Pornography,2010,2
Teruel,SEXUAL,Child Pornography,2021,4
Toledo,SEXUAL,Child Pornography,2022,2
Toledo,SEXUAL,Child Pornography,2020,4
Toledo,SEXUAL,Child Pornography,2019,9
Toledo,SEXUAL,Child Pornography,2018,16
Toledo,SEXUAL,Child Pornography,2017,6
Toledo,SEXUAL,Child Pornography,2016,6
Toledo,SEXUAL,Child Pornography,2015,9
Toledo,SEXUAL,Child Pornography,2014,9
Toledo,SEXUAL,Child Pornography,2013,2
Toledo,SEXUAL,Child Pornography,2012,1
Toledo,SEXUAL,Child Pornography,2011,3
Toledo,SEXUAL,Child Pornography,2010,10
Toledo,SEXUAL,Child Pornography,2021,7
Valencia,SEXUAL,Child Pornography,2022,28
Valencia,SEXUAL,Child Pornography,2020,26
Valencia,SEXUAL,Child Pornography,2019,55
Valencia,SEXUAL,Child Pornography,2018,33
Valencia,SEXUAL,Child Pornography,2017,47
Valencia,SEXUAL,Child Pornography,2016,43
Valencia,SEXUAL,Child Pornography,2015,39
Valencia,SEXUAL,Child Pornography,2014,32
Valencia,SEXUAL,Child Pornography,2013,35
Valencia,SEXUAL,Child Pornography,2012,42
Valencia,SEXUAL,Child Pornography,2011,65
Valencia,SEXUAL,Child Pornography,2010,92
Valencia,SEXUAL,Child Pornography,2021,32
Valladolid,SEXUAL,Child Pornography,2022,15
Valladolid,SEXUAL,Child Pornography,2020,7
Valladolid,SEXUAL,Child Pornography,2019,7
Valladolid,SEXUAL,Child Pornography,2018,11
Valladolid,SEXUAL,Child Pornography,2017,3
Valladolid,SEXUAL,Child Pornography,2016,11
Valladolid,SEXUAL,Child Pornography,2015,4
Valladolid,SEXUAL,Child Pornography,2014,0
Valladolid,SEXUAL,Child Pornography,2013,5
Valladolid,SEXUAL,Child Pornography,2012,6
Valladolid,SEXUAL,Child Pornography,2011,5
Valladolid,SEXUAL,Child Pornography,2010,5
Valladolid,SEXUAL,Child Pornography,2021,11
Zamora,SEXUAL,Child Pornography,2022,3
Zamora,SEXUAL,Child Pornography,2020,2
Zamora,SEXUAL,Child Pornography,2019,3
Zamora,SEXUAL,Child Pornography,2018,3
Zamora,SEXUAL,Child Pornography,2017,1
Zamora,SEXUAL,Child Pornography,2016,1
Zamora,SEXUAL,Child Pornography,2015,3
Zamora,SEXUAL,Child Pornography,2014,1
Zamora,SEXUAL,Child Pornography,2013,0
Zamora,SEXUAL,Child Pornography,2012,0
Zamora,SEXUAL,Child Pornography,2011,1
Zamora,SEXUAL,Child Pornography,2010,1
Zamora,SEXUAL,Child Pornography,2021,1
Zaragoza,SEXUAL,Child Pornography,2022,17
Zaragoza,SEXUAL,Child Pornography,2020,8
Zaragoza,SEXUAL,Child Pornography,2019,12
Zaragoza,SEXUAL,Child Pornography,2018,20
Zaragoza,SEXUAL,Child Pornography,2017,12
Zaragoza,SEXUAL,Child Pornography,2016,6
Zaragoza,SEXUAL,Child Pornography,2015,13
Zaragoza,SEXUAL,Child Pornography,2014,13
Zaragoza,SEXUAL,Child Pornography,2013,7
Zaragoza,SEXUAL,Child Pornography,2012,16
Zaragoza,SEXUAL,Child Pornography,2011,23
Zaragoza,SEXUAL,Child Pornography,2010,23
Zaragoza,SEXUAL,Child Pornography,2021,19
Albacete,SEXUAL,Of Minors/Incapacitated,2021,4
Albacete,SEXUAL,Of Minors/Incapacitated,2022,2
Albacete,SEXUAL,Of Minors/Incapacitated,2020,5
Albacete,SEXUAL,Of Minors/Incapacitated,2019,4
Albacete,SEXUAL,Of Minors/Incapacitated,2018,7
Albacete,SEXUAL,Of Minors/Incapacitated,2017,3
Albacete,SEXUAL,Of Minors/Incapacitated,2016,3
Albacete,SEXUAL,Of Minors/Incapacitated,2015,5
Albacete,SEXUAL,Of Minors/Incapacitated,2014,1
Albacete,SEXUAL,Of Minors/Incapacitated,2013,1
Albacete,SEXUAL,Of Minors/Incapacitated,2012,0
Albacete,SEXUAL,Of Minors/Incapacitated,2011,2
Albacete,SEXUAL,Of Minors/Incapacitated,2010,3
Alicante,SEXUAL,Of Minors/Incapacitated,2021,27
Alicante,SEXUAL,Of Minors/Incapacitated,2022,28
Alicante,SEXUAL,Of Minors/Incapacitated,2020,19
Alicante,SEXUAL,Of Minors/Incapacitated,2019,30
Alicante,SEXUAL,Of Minors/Incapacitated,2018,18
Alicante,SEXUAL,Of Minors/Incapacitated,2017,21
Alicante,SEXUAL,Of Minors/Incapacitated,2016,17
Alicante,SEXUAL,Of Minors/Incapacitated,2015,24
Alicante,SEXUAL,Of Minors/Incapacitated,2014,19
Alicante,SEXUAL,Of Minors/Incapacitated,2013,27
Alicante,SEXUAL,Of Minors/Incapacitated,2012,20
Alicante,SEXUAL,Of Minors/Incapacitated,2011,29
Alicante,SEXUAL,Of Minors/Incapacitated,2010,14
Almería,SEXUAL,Of Minors/Incapacitated,2021,8
Almería,SEXUAL,Of Minors/Incapacitated,2022,26
Almería,SEXUAL,Of Minors/Incapacitated,2020,14
Almería,SEXUAL,Of Minors/Incapacitated,2019,3
Almería,SEXUAL,Of Minors/Incapacitated,2018,5
Almería,SEXUAL,Of Minors/Incapacitated,2017,9
Almería,SEXUAL,Of Minors/Incapacitated,2016,7
Almería,SEXUAL,Of Minors/Incapacitated,2015,10
Almería,SEXUAL,Of Minors/Incapacitated,2014,14
Almería,SEXUAL,Of Minors/Incapacitated,2013,8
Almería,SEXUAL,Of Minors/Incapacitated,2012,5
Almería,SEXUAL,Of Minors/Incapacitated,2011,5
Almería,SEXUAL,Of Minors/Incapacitated,2010,9
Araba,SEXUAL,Of Minors/Incapacitated,2021,0
Araba,SEXUAL,Of Minors/Incapacitated,2022,5
Araba,SEXUAL,Of Minors/Incapacitated,2020,0
Araba,SEXUAL,Of Minors/Incapacitated,2019,1
Araba,SEXUAL,Of Minors/Incapacitated,2018,5
Araba,SEXUAL,Of Minors/Incapacitated,2017,7
Araba,SEXUAL,Of Minors/Incapacitated,2016,5
Araba,SEXUAL,Of Minors/Incapacitated,2015,3
Araba,SEXUAL,Of Minors/Incapacitated,2014,7
Araba,SEXUAL,Of Minors/Incapacitated,2013,0
Araba,SEXUAL,Of Minors/Incapacitated,2012,6
Araba,SEXUAL,Of Minors/Incapacitated,2011,1
Araba,SEXUAL,Of Minors/Incapacitated,2010,1
Asturias,SEXUAL,Of Minors/Incapacitated,2021,8
Asturias,SEXUAL,Of Minors/Incapacitated,2022,9
Asturias,SEXUAL,Of Minors/Incapacitated,2020,2
Asturias,SEXUAL,Of Minors/Incapacitated,2019,3
Asturias,SEXUAL,Of Minors/Incapacitated,2018,11
Asturias,SEXUAL,Of Minors/Incapacitated,2017,1
Asturias,SEXUAL,Of Minors/Incapacitated,2016,2
Asturias,SEXUAL,Of Minors/Incapacitated,2015,7
Asturias,SEXUAL,Of Minors/Incapacitated,2014,8
Asturias,SEXUAL,Of Minors/Incapacitated,2013,7
Asturias,SEXUAL,Of Minors/Incapacitated,2012,2
Asturias,SEXUAL,Of Minors/Incapacitated,2011,8
Asturias,SEXUAL,Of Minors/Incapacitated,2010,6
Ávila,SEXUAL,Of Minors/Incapacitated,2021,1
Ávila,SEXUAL,Of Minors/Incapacitated,2022,5
Ávila,SEXUAL,Of Minors/Incapacitated,2020,0
Ávila,SEXUAL,Of Minors/Incapacitated,2019,0
Ávila,SEXUAL,Of Minors/Incapacitated,2018,0
Ávila,SEXUAL,Of Minors/Incapacitated,2017,4
Ávila,SEXUAL,Of Minors/Incapacitated,2016,0
Ávila,SEXUAL,Of Minors/Incapacitated,2015,1
Ávila,SEXUAL,Of Minors/Incapacitated,2014,1
Ávila,SEXUAL,Of Minors/Incapacitated,2013,1
Ávila,SEXUAL,Of Minors/Incapacitated,2012,1
Ávila,SEXUAL,Of Minors/Incapacitated,2011,1
Ávila,SEXUAL,Of Minors/Incapacitated,2010,1
Badajoz,SEXUAL,Of Minors/Incapacitated,2021,5
Badajoz,SEXUAL,Of Minors/Incapacitated,2022,4
Badajoz,SEXUAL,Of Minors/Incapacitated,2020,6
Badajoz,SEXUAL,Of Minors/Incapacitated,2019,8
Badajoz,SEXUAL,Of Minors/Incapacitated,2018,4
Badajoz,SEXUAL,Of Minors/Incapacitated,2017,3
Badajoz,SEXUAL,Of Minors/Incapacitated,2016,8
Badajoz,SEXUAL,Of Minors/Incapacitated,2015,4
Badajoz,SEXUAL,Of Minors/Incapacitated,2014,6
Badajoz,SEXUAL,Of Minors/Incapacitated,2013,5
Badajoz,SEXUAL,Of Minors/Incapacitated,2012,2
Badajoz,SEXUAL,Of Minors/Incapacitated,2011,4
Badajoz,SEXUAL,Of Minors/Incapacitated,2010,7
Balears,SEXUAL,Of Minors/Incapacitated,2021,19
Balears,SEXUAL,Of Minors/Incapacitated,2022,23
Balears,SEXUAL,Of Minors/Incapacitated,2020,28
Balears,SEXUAL,Of Minors/Incapacitated,2019,14
Balears,SEXUAL,Of Minors/Incapacitated,2018,16
Balears,SEXUAL,Of Minors/Incapacitated,2017,9
Balears,SEXUAL,Of Minors/Incapacitated,2016,27
Balears,SEXUAL,Of Minors/Incapacitated,2015,17
Balears,SEXUAL,Of Minors/Incapacitated,2014,19
Balears,SEXUAL,Of Minors/Incapacitated,2013,18
Balears,SEXUAL,Of Minors/Incapacitated,2012,20
Balears,SEXUAL,Of Minors/Incapacitated,2011,15
Balears,SEXUAL,Of Minors/Incapacitated,2010,16
Barcelona,SEXUAL,Of Minors/Incapacitated,2021,3
Barcelona,SEXUAL,Of Minors/Incapacitated,2022,11
Barcelona,SEXUAL,Of Minors/Incapacitated,2020,3
Barcelona,SEXUAL,Of Minors/Incapacitated,2019,6
Barcelona,SEXUAL,Of Minors/Incapacitated,2018,4
Barcelona,SEXUAL,Of Minors/Incapacitated,2017,4
Barcelona,SEXUAL,Of Minors/Incapacitated,2016,2
Barcelona,SEXUAL,Of Minors/Incapacitated,2015,13
Barcelona,SEXUAL,Of Minors/Incapacitated,2014,5
Barcelona,SEXUAL,Of Minors/Incapacitated,2013,5
Barcelona,SEXUAL,Of Minors/Incapacitated,2012,4
Barcelona,SEXUAL,Of Minors/Incapacitated,2011,7
Barcelona,SEXUAL,Of Minors/Incapacitated,2010,44
Bizkaia,SEXUAL,Of Minors/Incapacitated,2021,6
Bizkaia,SEXUAL,Of Minors/Incapacitated,2022,5
Bizkaia,SEXUAL,Of Minors/Incapacitated,2020,12
Bizkaia,SEXUAL,Of Minors/Incapacitated,2019,4
Bizkaia,SEXUAL,Of Minors/Incapacitated,2018,3
Bizkaia,SEXUAL,Of Minors/Incapacitated,2017,2
Bizkaia,SEXUAL,Of Minors/Incapacitated,2016,3
Bizkaia,SEXUAL,Of Minors/Incapacitated,2015,9
Bizkaia,SEXUAL,Of Minors/Incapacitated,2014,8
Bizkaia,SEXUAL,Of Minors/Incapacitated,2013,5
Bizkaia,SEXUAL,Of Minors/Incapacitated,2012,9
Bizkaia,SEXUAL,Of Minors/Incapacitated,2011,6
Bizkaia,SEXUAL,Of Minors/Incapacitated,2010,6
Burgos,SEXUAL,Of Minors/Incapacitated,2021,3
Burgos,SEXUAL,Of Minors/Incapacitated,2022,6
Burgos,SEXUAL,Of Minors/Incapacitated,2020,2
Burgos,SEXUAL,Of Minors/Incapacitated,2019,3
Burgos,SEXUAL,Of Minors/Incapacitated,2018,4
Burgos,SEXUAL,Of Minors/Incapacitated,2017,2
Burgos,SEXUAL,Of Minors/Incapacitated,2016,3
Burgos,SEXUAL,Of Minors/Incapacitated,2015,5
Burgos,SEXUAL,Of Minors/Incapacitated,2014,2
Burgos,SEXUAL,Of Minors/Incapacitated,2013,2
Burgos,SEXUAL,Of Minors/Incapacitated,2012,0
Burgos,SEXUAL,Of Minors/Incapacitated,2011,1
Burgos,SEXUAL,Of Minors/Incapacitated,2010,1
Cáceres,SEXUAL,Of Minors/Incapacitated,2021,5
